"station_nbr","date","tmax","tmin","tavg","depart","dewpoint","wetbulb","heat","cool","sunrise","sunset","codesum","snowfall","preciptotal","stnpressure","sealevel","resultspeed","resultdir","avgspeed"
2,2012-04-15,"73","49","61","16","47","54","4"," 0","0507","1829","RA","0.0","  T","28.87","29.97"," 9.2","24","9.7"
1,2012-04-16,"92","62","77","M","54","63","0","12","-","-","RA","M","0.02","29.79","29.94"," 6.0","21","6.5"
2,2012-04-16,"88","57","73","28","52","60","0"," 8","0506","1830"," ","0.0","0.02","28.90","29.96"," 9.9","23","10.5"
1,2012-04-17,"83","59","71","M","37","55","0"," 6","-","-"," ","M","0.00","29.81","30.00"," 7.6","29","9.6"
2,2012-04-17,"77","52","65","20","35","52","0"," 0","0504","1831"," ","0.0","0.00","28.93","30.03","15.0","29","15.7"
1,2012-04-18,"63","46","55","M","31","44","10"," 0","-","-"," ","M","0.00","30.03","30.19"," 2.1","33","5.5"
2,2012-04-18,"61","44","53"," 7","30","42","12"," 0","0503","1832"," ","0.0","0.00","29.07","30.17"," 2.4","31","6.3"
1,2012-04-19,"71","41","56","M","39","48","9"," 0","-","-"," ","M","0.00","29.90","30.05"," 2.0","19","4.5"
2,2012-04-19,"69","42","56","10","35","46","9"," 0","0501","1833"," ","0.0","0.00","28.95","30.04"," 7.3","23","7.7"
1,2012-04-20,"80","49","65","M","42","53","0"," 0","-","-"," ","M","0.00","29.80","29.95"," 7.4","20","8.0"
2,2012-04-20,"74","49","62","15","42","51","3"," 0","0459","1834"," ","0.0","  T","28.89","29.96","11.4","21","12.5"
1,2012-04-21,"79","57","68","M","52","58","0"," 3","-","-"," ","M","0.00","29.63","29.77"," 7.4","20","8.1"
2,2012-04-21,"75","53","64","17","52","56","1"," 0","0458","1835","BR","0.0","0.00","28.71","29.77","10.7","20","10.8"
1,2012-04-22,"63","43","53","M","46","48","12"," 0","-","-","RA BR","M","0.88","29.62","29.78","10.1","04","11.8"
2,2012-04-22,"59","39","49"," 2","45","46","16"," 0","0456","1837","RA BR","0.0","1.33","28.66","29.74"," 7.5","04","11.0"
1,2012-04-23,"66","43","55","M","50","52","10"," 0","-","-","RA BR","M","1.67","29.25","29.39"," 5.0","09","10.1"
2,2012-04-23,"63","39","51"," 3","44","46","14"," 0","0455","1838","RA FG+ BR","0.0","1.36","28.29","29.36"," 3.8","13","12.0"
1,2012-04-24,"60","47","54","M","33","44","11"," 0","-","-"," ","M","  T","29.35","29.54"," 9.0","21","10.1"
2,2012-04-24,"51","39","45","-3","32","40","20"," 0","0453","1839","RA","0.0","  T","28.40","29.53","11.9","21","12.5"
1,2012-04-25,"64","44","54","M","32","43","11"," 0","-","-"," ","M","  T","29.60","29.79"," 8.3","26","8.9"
2,2012-04-25,"57","35","46","-3","31","39","19"," 0","0452","1840"," ","0.0","  T","28.67","29.79"," 8.9","25","9.6"
1,2012-04-26,"65","39","52","M","36","44","13"," 0","-","-","RA BR","M","0.02","29.67","29.80"," 3.1","16","5.2"
2,2012-04-26,"61","36","49"," 0","35","43","16"," 0","0451","1841","RA BR","0.0","0.02","28.74","29.79"," 6.1","22","8.6"
1,2012-04-27,"56","39","48","M","33","43","17"," 0","-","-","RA BR","M","0.04","29.51","29.72","13.7","29","14.0"
2,2012-04-27,"51","35","43","-6","30","38","22"," 0","0449","1842","RA BR","0.0","0.03","28.61","29.75","18.0","28","18.3"
1,2012-04-28,"58","37","48","M","19","36","17"," 0","-","-"," ","M","0.00","29.90","30.07"," 9.0","30","9.7"
2,2012-04-28,"54","32","43","-7","17","33","22"," 0","0448","1843"," ","0.0","0.00","28.95","30.08","10.5","29","10.8"
1,2012-04-29,"58","39","49","M","15","37","16"," 0","-","-"," ","M","0.00","29.93","30.10"," 8.2","31","8.8"
2,2012-04-29,"56","33","45","-5","12","34","20"," 0","0446","1844"," ","0.0","0.00","28.98","30.10","10.0","31","11.3"
1,2012-04-30,"63","36","50","M","24","40","15"," 0","-","-"," ","M","  T","30.09","30.26"," 2.1","22","4.8"
2,2012-04-30,"61","34","48","-3","19","37","17"," 0","0445","1845"," ","0.0","0.00","29.14","30.25"," 4.3","26","6.9"
1,2012-05-01,"51","44","48","M","40","44","17"," 0","-","-","RA BR","M","0.68","30.00","30.16"," 4.6","07","6.3"
2,2012-05-01,"48","41","45","-6","41","43","20"," 0","0444","1847","RA FG+ FG BR","0.0","0.64","29.01","30.11"," 4.5","09","7.5"
1,2012-05-02,"53","45","49","M","43","46","16"," 0","-","-","BR HZ","M","0.01","30.04","30.22"," 5.4","06","6.1"
2,2012-05-02,"50","41","46","-5","42","44","19"," 0","0442","1848","FG+ FG BR","0.0","0.00","29.07","30.19"," 5.2","08","5.6"
1,2012-05-03,"55","47","51","M","45","48","14"," 0","-","-","RA BR HZ","M","0.06","30.03","30.18"," 1.5","13","2.1"
2,2012-05-03,"50","44","47","-5","46","47","18"," 0","0441","1849","RA FG+ FG BR","0.0","0.20","29.05","30.16"," 3.4","16","4.7"
1,2012-05-04,"56","50","53","M","50","51","12"," 0","-","-","RA BR","M","0.04","29.83","29.99"," 1.3","07","3.7"
2,2012-05-04,"65","48","57"," 5","52","53","8"," 0","0440","1850","RA FG+ FG BR","0.0","0.02","28.88","29.97"," 3.2","21","7.4"
1,2012-05-05,"66","50","58","M","49","52","7"," 0","-","-","RA BR","M","0.01","29.84","30.02"," 2.3","07","2.7"
2,2012-05-05,"63","50","57"," 4","51","53","8"," 0","0438","1851","FG+ BR","0.0","0.02","28.90","30.00"," 2.2","08","3.1"
1,2012-05-06,"62","47","55","M","41","48","10"," 0","-","-","BR","M","0.00","29.95","30.12"," 2.7","08","3.8"
2,2012-05-06,"62","48","55"," 2","46","50","10"," 0","0437","1852","BR","0.0","0.00","29.00","30.09"," 2.2","12","5.6"
1,2012-05-07,"70","45","58","M","40","49","7"," 0","-","-"," ","M","  T","29.96","30.12"," 1.9","11","5.0"
2,2012-05-07,"70","43","57"," 4","43","49","8"," 0","0436","1853","RA","0.0","0.00","29.01","30.10"," 4.4","20","5.0"
1,2012-05-08,"57","49","53","M","46","50","12"," 0","-","-","RA BR","M","0.38","29.86","30.01"," 4.0","19","5.1"
2,2012-05-08,"55","46","51","-3","47","49","14"," 0","0435","1854","RA BR","0.0","0.43","28.91","29.99"," 10.0","20","10.7"
1,2012-05-09,"65","57","61","M","58","59","4"," 0","-","-","RA BR","M","0.34","29.59","29.72"," 3.6","21","4.3"
2,2012-05-09,"61","55","58"," 4","57","57","7"," 0","0433","1855","RA FG+ FG BR","0.0","0.20","28.66","29.72"," 6.2","21","6.6"
1,2012-05-10,"67","49","58","M","48","53","7"," 0","-","-","RA BR","M","0.78","29.34","29.51"," 7.7","28","9.0"
2,2012-05-10,"62","43","53","-1","44","48","12"," 0","0432","1856","RA","0.0","0.44","28.45","29.53","10.8","29","12.5"
1,2012-05-11,"65","45","55","M","36","46","10"," 0","-","-"," ","M","0.00","29.67","29.88"," 6.1","28","8.0"
2,2012-05-11,"62","43","53","-2","33","44","12"," 0","0431","1857"," ","0.0","0.00","28.77","29.90","11.4","28","11.9"
1,2012-05-12,"80","42","61","M","37","50","4"," 0","-","-"," ","M","0.00","29.92","30.09"," 5.3","26","6.4"
2,2012-05-12,"76","46","61"," 6","34","49","4"," 0","0430","1859"," ","0.0","0.00","29.02","30.12","10.2","28","10.6"
1,2012-05-13,"85","51","68","M","47","57","0"," 3","-","-"," ","M","0.00","29.94","30.11"," 2.7","22","4.4"
2,2012-05-13,"80","57","69","14","44","56","0"," 4","0429","1860"," ","0.0","0.00","29.04","30.12"," 8.6","25","9.2"
1,2012-05-14,"71","56","64","M","52","56","1"," 0","-","-","RA BR","M","0.06","29.99","30.16"," 1.9","05","3.0"
2,2012-05-14,"69","56","63"," 7","54","58","2"," 0","0428","1901","RA BR","0.0","0.18","29.05","30.15"," 3.0","20","6.0"
1,2012-05-15,"74","60","67","M","56","60","0"," 2","-","-","RA BR","M","0.37","29.96","30.10"," 4.2","18","5.5"
2,2012-05-15,"69","57","63"," 7","55","58","2"," 0","0427","1901","RA FG BR","0.0","0.52","29.02","30.08"," 8.3","18","9.7"
1,2012-05-16,"75","63","69","M","61","63","0"," 4","-","-","BR","M","0.01","29.73","29.89"," 3.7","21","4.1"
2,2012-05-16,"71","60","66"," 9","60","61","0"," 1","0426","1902","FG+ BR","0.0","  T","28.82","29.89"," 6.1","22","6.9"
1,2012-05-17,"69","47","58","M","41","51","7"," 0","-","-"," ","M","0.00","29.85","30.05"," 6.1","30","7.5"
2,2012-05-17,"67","47","57"," 0","37","48","8"," 0","0425","1903"," ","0.0","0.00","28.94","30.05"," 7.9","31","8.8"
1,2012-05-18,"72","43","58","M","40","50","7"," 0","-","-","HZ","M","0.00","30.05","30.22"," 1.8","12","4.1"
2,2012-05-18,"70","47","59"," 2","37","48","6"," 0","0424","1904"," ","0.0","0.00","29.10","30.20"," 1.4","15","5.2"
1,2012-05-19,"78","46","62","M","44","53","3"," 0","-","-"," ","M","0.00","30.01","30.17"," 1.2","09","2.4"
2,2012-05-19,"77","49","63"," 6","40","53","2"," 0","0423","1905"," ","0.0","0.00","29.08","30.16"," 0.7","33","6.7"
1,2012-05-20,"83","51","67","M","46","55","0"," 2","-","-"," ","M","0.00","30.09","30.27"," 2.5","14","2.7"
2,2012-05-20,"80","58","69","11","45","56","0"," 4","0422","1906"," ","0.0","0.00","29.15","30.26"," 2.4","15","6.9"
1,2012-05-21,"73","49","61","M","54","57","4"," 0","-","-","RA FG BR","M","0.07","30.08","30.22"," 4.3","07","5.1"
2,2012-05-21,"67","53","60"," 2","54","56","5"," 0","0421","1907","FG+ BR","0.0","0.09","29.13","30.20"," 5.1","07","5.4"
1,2012-05-22,"65","58","62","M","59","60","3"," 0","-","-","RA BR","M","0.53","29.80","29.94"," 6.6","05","6.7"
2,2012-05-22,"62","57","60"," 2","59","59","5"," 0","0420","1908","RA FG+ BR","0.0","0.65","28.85","29.92"," 6.3","04","6.5"
1,2012-05-23,"79","60","70","M","61","64","0"," 5","-","-","BR","M","0.01","29.77","29.96"," 0.3","05","2.0"
2,2012-05-23,"72","59","66"," 7","61","62","0"," 1","0420","1909","RA BR","0.0","0.04","28.85","29.96"," 1.4","25","4.8"
1,2012-05-24,"78","59","69","M","59","63","0"," 4","-","-"," ","M","0.00","30.03","30.21"," 4.2","12","4.6"
2,2012-05-24,"75","58","67"," 8","59","62","0"," 2","0419","1910","FG+ BR","0.0","0.00","29.09","30.19"," 5.6","15","7.1"
1,2012-05-25,"76","59","68","M","61","63","0"," 3","-","-","BR","M","  T","30.06","30.21"," 2.4","17","4.6"
2,2012-05-25,"73","58","66"," 6","61","62","0"," 1","0418","1910","FG+ BR","0.0","0.01","29.13","30.20"," 5.6","19","7.5"
1,2012-05-26,"86","61","74","M","62","67","0"," 9","-","-"," ","M","0.00","29.91","30.07"," 5.1","23","5.8"
2,2012-05-26,"82","66","74","14","62","66","0"," 9","0417","1911"," ","0.0","0.00","29.02","30.10"," 9.4","27","10.6"
1,2012-05-27,"76","58","67","M","51","59","0"," 2","-","-"," ","M","0.00","29.97","30.12"," 3.4","08","4.3"
2,2012-05-27,"81","64","73","13","52","60","0"," 8","0417","1912"," ","0.0","0.00","29.04","30.11"," 1.0","28","6.6"
1,2012-05-28,"77","59","68","M","55","60","0"," 3","-","-"," ","M","0.11","29.84","30.00"," 4.0","08","5.8"
2,2012-05-28,"79","61","70","10","61","64","0"," 5","0416","1913"," ","0.0","  T","28.91","29.97"," 3.3","13","6.8"
1,2012-05-29,"76","61","69","M","59","62","0"," 4","-","-","RA BR","M","  T","29.72","29.84"," 3.3","06","4.6"
2,2012-05-29,"83","64","74","14","65","67","0"," 9","0416","1914","RA BR","0.0","0.56","28.77","29.81"," 2.8","15","6.0"
1,2012-05-30,"77","62","70","M","61","64","0"," 5","-","-","BR","M","0.01","29.57","29.73"," 3.0","22","3.4"
2,2012-05-30,"73","63","68"," 7","61","63","0"," 3","0415","1915","RA","0.0","  T","28.68","29.75"," 5.8","24","6.6"
1,2012-05-31,"80","61","71","M","53","60","0"," 6","-","-"," ","M","0.00","29.61","29.79"," 4.4","32","5.1"
2,2012-05-31,"77","60","69"," 8","50","58","0"," 4","0414","1916"," ","0.0","  T","28.72","29.81"," 8.4","32","8.9"
1,2012-06-01,"71","56","64","M","44","53","1"," 0","-","-"," ","M","0.00","29.88","30.05"," 5.4","07","6.9"
2,2012-06-01,"69","54","62"," 1","45","52","3"," 0","0414","1916","RA","0.0","0.00","28.94","30.03"," 6.2","08","8.1"
1,2012-06-02,"61","55","58","M","54","56","7"," 0","-","-","RA BR","M","1.27","29.71","29.83"," 8.7","10","9.1"
2,2012-06-02,"62","50","56","-5","55","55","9"," 0","0413","1917","RA FG+ FG BR","0.0","1.81","28.72","29.79"," 4.4","09","9.4"
1,2012-06-03,"61","53","57","M","53","55","8"," 0","-","-","RA FG BR HZ","M","0.03","29.54","29.69"," 9.0","01","9.6"
2,2012-06-03,"68","50","59","-3","50","54","6"," 0","0413","1918","RA BR","0.0","0.03","28.61","29.68"," 8.0","35","10.5"
1,2012-06-04,"53","50","52","M","48","49","13"," 0","-","-","RA BR","M","0.41","29.55","29.74","10.6","04","11.1"
2,2012-06-04,"51","47","49","-13","46","47","16"," 0","0413","1919","RA BR","0.0","0.37","28.61","29.72"," 9.7","03","10.3"
1,2012-06-05,"58","50","54","M","48","50","11"," 0","-","-","RA","M","0.02","29.72","29.89"," 4.2","02","4.9"
2,2012-06-05,"58","47","53","-9","46","49","12"," 0","0412","1919","RA BR","0.0","0.04","28.77","29.89"," 4.9","02","6.9"
1,2012-06-06,"67","49","58","M","49","53","7"," 0","-","-","RA","M","0.02","29.82","29.98"," 1.1","10","2.2"
2,2012-06-06,"62","49","56","-6","50","52","9"," 0","0412","1920","TSRA RA","0.0","0.80","28.87","29.98"," 1.2","22","4.6"
1,2012-06-07,"71","50","61","M","52","55","4"," 0","-","-","FG+ BR","M","0.02","29.82","29.97"," 2.1","07","3.2"
2,2012-06-07,"69","48","59","-4","51","55","6"," 0","0412","1921","RA","0.0","0.35","28.87","29.96"," 3.2","28","6.2"
1,2012-06-08,"81","52","67","M","55","59","0"," 2","-","-","RA FG+ FG","M","0.09","29.70","29.85"," 3.3","23","3.9"
2,2012-06-08,"76","53","65"," 2","52","58","0"," 0","0411","1921"," ","0.0","0.03","28.79","29.86"," 7.0","26","8.1"
1,2012-06-09,"79","56","68","M","50","58","0"," 3","-","-"," ","M","  T","29.70","29.88"," 5.3","30","5.8"
2,2012-06-09,"72","56","64"," 1","53","58","1"," 0","0411","1922"," ","0.0","0.01","28.80","29.90"," 8.8","28","9.1"
1,2012-06-10,"81","53","67","M","49","57","0"," 2","-","-","RA","M","  T","29.93","30.12"," 2.9","12","4.1"
2,2012-06-10,"79","58","69"," 6","49","58","0"," 4","0411","1923"," ","0.0","0.00","29.00","30.11"," 0.6","13","5.3"
1,2012-06-11,"74","55","65","M","53","59","0"," 0","-","-"," ","M","0.00","30.10","30.26"," 3.7","16","4.9"
2,2012-06-11,"73","56","65"," 1","52","57","0"," 0","0411","1923"," ","0.0","0.00","29.17","30.26"," 7.4","19","8.1"
1,2012-06-12,"78","60","69","M","56","61","0"," 4","-","-","RA BR","M","0.01","29.94","30.08"," 7.2","21","7.5"
2,2012-06-12,"73","55","64"," 0","57","59","1"," 0","0411","1924","RA FG BR","0.0","0.17","29.02","30.08","10.2","19","10.5"
1,2012-06-13,"68","63","66","M","62","63","0"," 1","-","-","RA BR","M","0.85","29.83","30.01"," 1.6","18","3.9"
2,2012-06-13,"68","61","65"," 1","61","62","0"," 0","0411","1924","RA FG+ BR","0.0","0.45","28.90","30.00"," 5.1","20","6.5"
1,2012-06-14,"77","54","66","M","53","59","0"," 1","-","-","RA","M","  T","30.05","30.23"," 4.9","05","6.1"
2,2012-06-14,"72","57","65"," 1","52","57","0"," 0","0411","1925"," ","0.0","0.00","29.11","30.23"," 4.9","04","6.2"
1,2012-06-15,"74","51","63","M","50","56","2"," 0","-","-"," ","M","0.00","30.15","30.32"," 4.1","06","5.1"
2,2012-06-15,"72","56","64","-1","46","55","1"," 0","0411","1925"," ","0.0","0.00","29.21","30.31"," 5.1","05","6.5"
1,2012-06-16,"66","50","58","M","51","54","7"," 0","-","-","BR","M","0.00","30.19","30.35"," 5.7","06","5.9"
2,2012-06-16,"72","52","62","-3","50","55","3"," 0","0411","1926"," ","0.0","0.00","29.23","30.32"," 4.7","07","5.9"
1,2012-06-17,"70","48","59","M","49","54","6"," 0","-","-","RA FG+ BR","M","  T","30.08","30.23"," 1.9","11","3.5"
2,2012-06-17,"69","50","60","-5","49","54","5"," 0","0411","1926"," ","0.0","0.00","29.11","30.21"," 3.3","10","3.9"
1,2012-06-18,"72","54","63","M","51","56","2"," 0","-","-"," ","M","0.00","30.01","30.17"," 2.4","09","3.6"
2,2012-06-18,"70","53","62","-3","51","55","3"," 0","0411","1926"," ","0.0","0.00","29.05","30.15"," 2.7","18","4.1"
1,2012-06-19,"77","55","66","M","58","62","0"," 1","-","-"," ","M","0.00","29.96","30.11"," 6.7","22","7.3"
2,2012-06-19,"71","55","63","-2","58","60","2"," 0","0411","1927"," ","0.0","0.00","29.05","30.12"," 9.8","23","10.0"
1,2012-06-20,"96","65","81","M","68","73","0","16","-","-"," ","M","0.00","29.79","29.93"," 4.5","28","6.3"
2,2012-06-20,"92","63","78","12","68","72","0","13","0411","1927","BR","0.0","0.00","28.92","29.97","10.2","27","10.5"
1,2012-06-21,"95","75","85","M","68","73","0","20","-","-"," ","M","0.00","29.65","29.79"," 4.4","29","5.8"
2,2012-06-21,"91","74","83","17","65","71","0","18","0411","1927"," ","0.0","0.00","28.79","29.84"," 8.6","29","9.1"
1,2012-06-22,"94","71","83","M","66","71","0","18","-","-","RA","M","  T","29.59","29.75"," 4.3","26","5.8"
2,2012-06-22,"89","68","79","13","66","69","0","14","0411","1927","TSRA RA BR","0.0","0.48","28.72","29.78"," 8.4","28","9.0"
1,2012-06-23,"86","63","75","M","62","66","0","10","-","-","TSRA RA","M","0.62","29.67","29.84"," 1.8","06","4.0"
2,2012-06-23,"82","60","71"," 4","59","63","0"," 6","0412","1928","TSRA RA BR","0.0","0.18","28.77","29.86"," 6.6","29","7.3"
1,2012-06-24,"84","59","72","M","54","62","0"," 7","-","-"," ","M","0.00","29.75","29.91"," 3.1","26","5.7"
2,2012-06-24,"79","59","69"," 2","54","60","0"," 4","0412","1928","RA","0.0","0.01","28.87","29.94"," 7.7","28","8.6"
1,2012-06-25,"73","63","68","M","61","64","0"," 3","-","-","RA BR","M","0.78","29.58","29.73"," 3.3","21","4.3"
2,2012-06-25,"69","58","64","-3","59","61","1"," 0","0412","1928","RA","0.0","0.76","28.68","29.73"," 5.7","24","8.2"
1,2012-06-26,"72","60","66","M","55","59","0"," 1","-","-"," ","M","0.00","29.44","29.59"," 7.2","29","8.1"
2,2012-06-26,"67","54","61","-6","53","56","4"," 0","0413","1928","RA","0.0","0.02","28.56","29.63","12.6","30","13.2"
1,2012-06-27,"76","60","68","M","54","60","0"," 3","-","-","RA","M","  T","29.47","29.64"," 9.6","27","10.3"
2,2012-06-27,"74","56","65","-2","52","57","0"," 0","0413","1928"," ","M","  T","28.59","29.68","11.0","28","11.3"
1,2012-06-28,"84","62","73","M","56","63","0"," 8","-","-"," ","M","0.00","29.57","29.72"," 3.7","28","6.2"
2,2012-06-28,"81","59","70"," 2","54","61","0"," 5","0413","1928"," ","M","0.00","28.69","29.75"," 9.1","27","9.9"
1,2012-06-29,"91","65","78","M","61","67","0","13","-","-","RA BR","M","0.19","29.47","29.63"," 4.3","24","5.9"
2,2012-06-29,"88","65","77"," 9","59","66","0","12","0414","1928","RA HZ","M","0.02","28.60","29.66"," 8.1","27","8.8"
1,2012-06-30,"89","61","75","M","56","65","0","10","-","-"," ","M","0.00","29.52","29.68"," 7.2","25","8.1"
2,2012-06-30,"86","65","76"," 8","55","64","0","11","0414","1928"," ","M","0.00","28.66","29.72"," 9.8","26","10.1"
1,2012-07-01,"91","67","79","M","59","67","0","14","-","-"," ","M","0.00","29.60","29.78"," 4.7","27","6.1"
2,2012-07-01,"86","69","78","10","61","67","0","13","0415","1928"," ","0.0","0.00","28.74","29.81"," 7.1","27","7.9"
1,2012-07-02,"84","66","75","M","59","65","0","10","-","-"," ","M","0.00","29.70","29.86"," 3.4","32","5.4"
2,2012-07-02,"81","66","74"," 6","57","64","0"," 9","0415","1928","RA","0.0","  T","28.80","29.88"," 6.8","31","8.1"
1,2012-07-03,"84","64","74","M","56","63","0"," 9","-","-"," ","M","0.00","29.73","29.89"," 2.4","33","4.8"
2,2012-07-03,"82","63","73"," 5","54","62","0"," 8","0416","1928"," ","0.0","0.00","28.84","29.90"," 7.1","29","8.2"
1,2012-07-04,"88","67","78","M","67","70","0","13","-","-","TSRA RA BR","M","0.39","29.61","29.76"," 0.6","25","4.2"
2,2012-07-04,"85","66","76"," 8","65","69","0","11","0416","1927","RA BR","0.0","0.08","28.72","29.77"," 7.5","26","8.1"
1,2012-07-05,"83","68","76","M","63","68","0","11","-","-"," ","M","  T","29.59","29.77"," 3.7","35","5.1"
2,2012-07-05,"81","65","73"," 4","61","66","0"," 8","0417","1927"," ","0.0","0.00","28.71","29.79"," 7.3","34","8.4"
1,2012-07-06,"88","64","76","M","63","68","0","11","-","-"," ","M","0.00","29.72","29.87"," 1.5","23","2.8"
2,2012-07-06,"84","64","74"," 5","61","66","0"," 9","0418","1927"," ","0.0","0.00","28.82","29.89"," 4.4","29","5.9"
1,2012-07-07,"83","68","76","M","66","70","0","11","-","-","RA","M","  T","29.63","29.78"," 3.1","26","3.9"
2,2012-07-07,"80","69","75"," 6","64","68","0","10","0418","1927","RA","0.0","  T","28.76","29.81"," 9.6","28","9.9"
1,2012-07-08,"88","64","76","M","58","65","0","11","-","-"," ","M","0.00","29.65","29.82"," 4.1","32","5.7"
2,2012-07-08,"85","66","76"," 7","59","66","0","11","0419","1926"," ","0.0","0.00","28.77","29.84"," 8.3","31","8.9"
1,2012-07-09,"83","59","71","M","50","59","0"," 6","-","-"," ","M","0.00","29.77","29.94"," 3.4","32","4.2"
2,2012-07-09,"80","60","70"," 0","49","58","0"," 5","0420","1926"," ","0.0","0.00","28.87","29.95"," 6.3","32","6.9"
1,2012-07-10,"84","55","70","M","50","59","0"," 5","-","-"," ","M","  T","29.88","30.05"," 1.8","26","2.5"
2,2012-07-10,"80","63","72"," 2","46","58","0"," 7","0420","1925"," ","0.0","0.00","28.97","30.05"," 2.5","30","5.1"
1,2012-07-11,"87","59","73","M","56","63","0"," 8","-","-"," ","M","0.00","29.99","30.16"," 2.3","13","3.7"
2,2012-07-11,"84","62","73"," 3","56","63","0"," 8","0421","1925"," ","0.0","0.00","29.08","30.17"," 3.0","24","5.8"
1,2012-07-12,"89","63","76","M","60","67","0","11","-","-"," ","M","0.00","30.00","30.16"," 3.7","18","5.0"
2,2012-07-12,"88","64","76"," 6","58","65","0","11","0422","1924"," ","0.0","0.00","29.10","30.18"," 9.3","25","9.8"
1,2012-07-13,"93","67","80","M","62","68","0","15","-","-"," ","M","0.00","29.99","30.15"," 5.5","21","6.3"
